,PGE_valley,PGE_bay,SCE,SDGE
122,3042.7473118279568,35.0,428.0,31.0
123,3042.7473118279568,35.0,428.0,31.0
124,3042.7473118279568,35.0,428.0,31.0
125,3042.7473118279568,35.0,428.0,31.0
126,3042.7473118279568,35.0,428.0,31.0
127,3042.7473118279568,35.0,428.0,31.0
128,3042.7473118279568,35.0,428.0,31.0
129,3042.7473118279568,35.0,428.0,31.0
130,3042.7473118279568,35.0,428.0,31.0
131,3042.7473118279568,35.0,428.0,31.0
132,3042.7473118279568,35.0,428.0,31.0
133,3042.7473118279568,35.0,428.0,31.0
134,3042.7473118279568,35.0,428.0,31.0
135,3042.7473118279568,35.0,428.0,31.0
136,3042.7473118279568,35.0,428.0,31.0
137,3042.7473118279568,35.0,428.0,31.0
138,3042.7473118279568,35.0,428.0,31.0
139,3042.7473118279568,35.0,428.0,31.0
140,3042.7473118279568,35.0,428.0,31.0
141,3042.7473118279568,35.0,428.0,31.0
142,3042.7473118279568,35.0,428.0,31.0
143,3042.7473118279568,35.0,428.0,31.0
144,3042.7473118279568,35.0,428.0,31.0
145,3042.7473118279568,35.0,428.0,31.0
146,3042.7473118279568,35.0,428.0,31.0
147,3042.7473118279568,35.0,428.0,31.0
148,3042.7473118279568,35.0,428.0,31.0
149,3042.7473118279568,35.0,428.0,31.0
150,3042.7473118279568,35.0,428.0,31.0
151,3042.7473118279568,35.0,428.0,31.0
152,3042.7473118279568,35.0,428.0,31.0
153,3042.7473118279568,35.0,428.0,31.0
154,3042.7473118279568,35.0,428.0,31.0
155,3042.7473118279568,35.0,428.0,31.0
156,3042.7473118279568,35.0,428.0,31.0
157,3042.7473118279568,35.0,428.0,31.0
158,3042.7473118279568,35.0,428.0,31.0
159,3042.7473118279568,35.0,428.0,31.0
160,3042.7473118279568,35.0,428.0,31.0
161,3042.7473118279568,35.0,428.0,31.0
162,3042.7473118279568,35.0,428.0,31.0
163,3042.7473118279568,35.0,428.0,31.0
164,3042.7473118279568,35.0,428.0,31.0
165,3042.7473118279568,35.0,428.0,31.0
166,3042.7473118279568,35.0,428.0,31.0
167,3042.7473118279568,35.0,428.0,31.0
168,3042.7473118279568,35.0,428.0,31.0
169,3042.7473118279568,35.0,428.0,31.0
170,3042.7473118279568,35.0,428.0,31.0
171,3042.7473118279568,35.0,428.0,31.0
172,3042.7473118279568,35.0,428.0,31.0
173,3042.7473118279568,35.0,428.0,31.0
174,3042.7473118279568,35.0,428.0,31.0
175,3042.7473118279568,35.0,428.0,31.0
176,3042.7473118279568,35.0,428.0,31.0
177,3042.7473118279568,35.0,428.0,31.0
178,3042.7473118279568,35.0,428.0,31.0
179,3042.7473118279568,35.0,428.0,31.0
180,3042.7473118279568,35.0,428.0,31.0
181,3042.7473118279568,35.0,428.0,31.0
182,3042.7473118279568,35.0,428.0,31.0
183,3042.7473118279568,35.0,428.0,31.0
184,3042.7473118279568,35.0,428.0,31.0
185,3042.7473118279568,35.0,428.0,31.0
186,3042.7473118279568,35.0,428.0,31.0
187,3042.7473118279568,35.0,428.0,31.0
188,3042.7473118279568,35.0,428.0,31.0
189,3042.7473118279568,35.0,428.0,31.0
190,3042.7473118279568,35.0,428.0,31.0
191,3042.7473118279568,35.0,428.0,31.0
192,3042.7473118279568,35.0,428.0,31.0
193,3042.7473118279568,35.0,428.0,31.0
194,3042.7473118279568,35.0,428.0,31.0
195,3042.7473118279568,35.0,428.0,31.0
196,3042.7473118279568,35.0,428.0,31.0
197,3042.7473118279568,35.0,428.0,31.0
198,3042.7473118279568,35.0,428.0,31.0
199,3042.7473118279568,35.0,428.0,31.0
200,3042.7473118279568,35.0,428.0,31.0
201,3042.7473118279568,35.0,428.0,31.0
202,3042.7473118279568,35.0,428.0,31.0
203,3042.7473118279568,35.0,428.0,31.0
204,3042.7473118279568,35.0,428.0,31.0
205,3042.7473118279568,35.0,428.0,31.0
206,3042.7473118279568,35.0,428.0,31.0
207,3042.7473118279568,35.0,428.0,31.0
208,3042.7473118279568,35.0,428.0,31.0
209,3042.7473118279568,35.0,428.0,31.0
210,3042.7473118279568,35.0,428.0,31.0
211,3042.7473118279568,35.0,428.0,31.0
212,3042.7473118279568,35.0,428.0,31.0
213,3042.7473118279568,35.0,428.0,31.0
214,3042.7473118279568,35.0,428.0,31.0
215,3042.7473118279568,35.0,428.0,31.0
216,3042.7473118279568,35.0,428.0,31.0
217,3042.7473118279568,35.0,428.0,31.0
218,3042.7473118279568,35.0,428.0,31.0
219,3042.7473118279568,35.0,428.0,31.0
220,3042.7473118279568,35.0,428.0,31.0
221,3042.7473118279568,35.0,428.0,31.0
222,3042.7473118279568,35.0,428.0,31.0
223,3042.7473118279568,35.0,428.0,31.0
224,3042.7473118279568,35.0,428.0,31.0
225,3042.7473118279568,35.0,428.0,31.0
226,3042.7473118279568,35.0,428.0,31.0
227,3042.7473118279568,35.0,428.0,31.0
228,3042.7473118279568,35.0,428.0,31.0
229,3042.7473118279568,35.0,428.0,31.0
230,3042.7473118279568,35.0,428.0,31.0
231,3042.7473118279568,35.0,428.0,31.0
232,3042.7473118279568,35.0,428.0,31.0
233,3042.7473118279568,35.0,428.0,31.0
234,3042.7473118279568,35.0,428.0,31.0
235,3042.7473118279568,35.0,428.0,31.0
236,3042.7473118279568,35.0,428.0,31.0
237,3042.7473118279568,35.0,428.0,31.0
238,3042.7473118279568,35.0,428.0,31.0
239,3042.7473118279568,35.0,428.0,31.0
240,3042.7473118279568,35.0,428.0,31.0
241,3042.7473118279568,35.0,428.0,31.0
242,3042.7473118279568,35.0,428.0,31.0
243,3042.7473118279568,35.0,428.0,31.0
244,3042.7473118279568,35.0,428.0,31.0
245,3042.7473118279568,35.0,428.0,31.0
246,3042.7473118279568,35.0,428.0,31.0
247,3042.7473118279568,35.0,428.0,31.0
248,3042.7473118279568,35.0,428.0,31.0
249,3042.7473118279568,35.0,428.0,31.0
250,3042.7473118279568,35.0,428.0,31.0
251,3042.7473118279568,35.0,428.0,31.0
252,3042.7473118279568,35.0,428.0,31.0
253,3042.7473118279568,35.0,428.0,31.0
254,3042.7473118279568,35.0,428.0,31.0
255,3042.7473118279568,35.0,428.0,31.0
256,3042.7473118279568,35.0,428.0,31.0
257,3042.7473118279568,35.0,428.0,31.0
258,3042.7473118279568,35.0,428.0,31.0
259,3042.7473118279568,35.0,428.0,31.0
260,3042.7473118279568,35.0,428.0,31.0
261,3042.7473118279568,35.0,428.0,31.0
262,3042.7473118279568,35.0,428.0,31.0
263,3042.7473118279568,35.0,428.0,31.0
264,3042.7473118279568,35.0,428.0,31.0
265,3042.7473118279568,35.0,428.0,31.0
266,3042.7473118279568,35.0,428.0,31.0
267,3042.7473118279568,35.0,428.0,31.0
268,3042.7473118279568,35.0,428.0,31.0
269,3042.7473118279568,35.0,428.0,31.0
270,3042.7473118279568,35.0,428.0,31.0
271,3042.7473118279568,35.0,428.0,31.0
272,3042.7473118279568,35.0,428.0,31.0
273,3042.7473118279568,35.0,428.0,31.0
274,3042.7473118279568,35.0,428.0,31.0
275,3042.7473118279568,35.0,428.0,31.0
276,3042.7473118279568,35.0,428.0,31.0
277,3042.7473118279568,35.0,428.0,31.0
278,3042.7473118279568,35.0,428.0,31.0
279,3042.7473118279568,35.0,428.0,31.0
280,3042.7473118279568,35.0,428.0,31.0
281,3042.7473118279568,35.0,428.0,31.0
282,3042.7473118279568,35.0,428.0,31.0
283,3042.7473118279568,35.0,428.0,31.0
284,3042.7473118279568,35.0,428.0,31.0
285,3042.7473118279568,35.0,428.0,31.0
286,3042.7473118279568,35.0,428.0,31.0
287,3042.7473118279568,35.0,428.0,31.0
288,3042.7473118279568,35.0,428.0,31.0
289,3042.7473118279568,35.0,428.0,31.0
290,3042.7473118279568,35.0,428.0,31.0
291,3042.7473118279568,35.0,428.0,31.0
292,3042.7473118279568,35.0,428.0,31.0
293,3042.7473118279568,35.0,428.0,31.0
294,3042.7473118279568,35.0,428.0,31.0
295,3042.7473118279568,35.0,428.0,31.0
296,3042.7473118279568,35.0,428.0,31.0
297,3042.7473118279568,35.0,428.0,31.0
298,3042.7473118279568,35.0,428.0,31.0
299,3042.7473118279568,35.0,428.0,31.0
300,3042.7473118279568,35.0,428.0,31.0
301,3042.7473118279568,35.0,428.0,31.0
302,3042.7473118279568,35.0,428.0,31.0
303,3042.7473118279568,35.0,428.0,31.0
304,3042.7473118279568,35.0,428.0,31.0
305,3042.7473118279568,35.0,428.0,31.0
306,3042.7473118279568,35.0,428.0,31.0
307,3042.7473118279568,35.0,428.0,31.0
308,3042.7473118279568,35.0,428.0,31.0
309,3042.7473118279568,35.0,428.0,31.0
310,3042.7473118279568,35.0,428.0,31.0
311,3042.7473118279568,35.0,428.0,31.0
312,3042.7473118279568,35.0,428.0,31.0
313,3042.7473118279568,35.0,428.0,31.0
314,3042.7473118279568,35.0,428.0,31.0
315,3042.7473118279568,35.0,428.0,31.0
316,3042.7473118279568,35.0,428.0,31.0
317,3042.7473118279568,35.0,428.0,31.0
318,3042.7473118279568,35.0,428.0,31.0
319,3042.7473118279568,35.0,428.0,31.0
320,3042.7473118279568,35.0,428.0,31.0
321,3042.7473118279568,35.0,428.0,31.0
322,3042.7473118279568,35.0,428.0,31.0
323,3042.7473118279568,35.0,428.0,31.0
324,3042.7473118279568,35.0,428.0,31.0
325,3042.7473118279568,35.0,428.0,31.0
326,3042.7473118279568,35.0,428.0,31.0
327,3042.7473118279568,35.0,428.0,31.0
328,3042.7473118279568,35.0,428.0,31.0
329,3042.7473118279568,35.0,428.0,31.0
330,3042.7473118279568,35.0,428.0,31.0
331,3042.7473118279568,35.0,428.0,31.0
332,3042.7473118279568,35.0,428.0,31.0
333,3042.7473118279568,35.0,428.0,31.0
334,3042.7473118279568,35.0,428.0,31.0
335,3042.7473118279568,35.0,428.0,31.0
336,3042.7473118279568,35.0,428.0,31.0
337,3042.7473118279568,35.0,428.0,31.0
338,3042.7473118279568,35.0,428.0,31.0
339,3042.7473118279568,35.0,428.0,31.0
340,3042.7473118279568,35.0,428.0,31.0
341,3042.7473118279568,35.0,428.0,31.0
342,3042.7473118279568,35.0,428.0,31.0
343,3042.7473118279568,35.0,428.0,31.0
344,3042.7473118279568,35.0,428.0,31.0
345,3042.7473118279568,35.0,428.0,31.0
346,3042.7473118279568,35.0,428.0,31.0
347,3042.7473118279568,35.0,428.0,31.0
348,3042.7473118279568,35.0,428.0,31.0
349,3042.7473118279568,35.0,428.0,31.0
350,3042.7473118279568,35.0,428.0,31.0
351,3042.7473118279568,35.0,428.0,31.0
352,3042.7473118279568,35.0,428.0,31.0
353,3042.7473118279568,35.0,428.0,31.0
354,3042.7473118279568,35.0,428.0,31.0
355,3042.7473118279568,35.0,428.0,31.0
356,3042.7473118279568,35.0,428.0,31.0
357,3042.7473118279568,35.0,428.0,31.0
358,3042.7473118279568,35.0,428.0,31.0
359,3042.7473118279568,35.0,428.0,31.0
360,3042.7473118279568,35.0,428.0,31.0
361,3042.7473118279568,35.0,428.0,31.0
362,3042.7473118279568,35.0,428.0,31.0
363,3042.7473118279568,35.0,428.0,31.0
364,3042.7473118279568,35.0,428.0,31.0
365,3042.7473118279568,35.0,428.0,31.0
366,3042.7473118279568,35.0,428.0,31.0
367,3042.7473118279568,35.0,428.0,31.0
368,3042.7473118279568,35.0,428.0,31.0
369,3042.7473118279568,35.0,428.0,31.0
370,3042.7473118279568,35.0,428.0,31.0
371,3042.7473118279568,35.0,428.0,31.0
372,3042.7473118279568,35.0,428.0,31.0
373,3042.7473118279568,35.0,428.0,31.0
374,3042.7473118279568,35.0,428.0,31.0
375,3042.7473118279568,35.0,428.0,31.0
376,3042.7473118279568,35.0,428.0,31.0
377,3042.7473118279568,35.0,428.0,31.0
378,3042.7473118279568,35.0,428.0,31.0
379,3042.7473118279568,35.0,428.0,31.0
380,3042.7473118279568,35.0,428.0,31.0
381,3042.7473118279568,35.0,428.0,31.0
382,3042.7473118279568,35.0,428.0,31.0
383,3042.7473118279568,35.0,428.0,31.0
384,3042.7473118279568,35.0,428.0,31.0
385,3042.7473118279568,35.0,428.0,31.0
386,3042.7473118279568,35.0,428.0,31.0
387,3042.7473118279568,35.0,428.0,31.0
388,3042.7473118279568,35.0,428.0,31.0
389,3042.7473118279568,35.0,428.0,31.0
390,3042.7473118279568,35.0,428.0,31.0
391,3042.7473118279568,35.0,428.0,31.0
392,3042.7473118279568,35.0,428.0,31.0
393,3042.7473118279568,35.0,428.0,31.0
394,3042.7473118279568,35.0,428.0,31.0
395,3042.7473118279568,35.0,428.0,31.0
396,3042.7473118279568,35.0,428.0,31.0
397,3042.7473118279568,35.0,428.0,31.0
398,3042.7473118279568,35.0,428.0,31.0
399,3042.7473118279568,35.0,428.0,31.0
400,3042.7473118279568,35.0,428.0,31.0
401,3042.7473118279568,35.0,428.0,31.0
402,3042.7473118279568,35.0,428.0,31.0
403,3042.7473118279568,35.0,428.0,31.0
404,3042.7473118279568,35.0,428.0,31.0
405,3042.7473118279568,35.0,428.0,31.0
406,3042.7473118279568,35.0,428.0,31.0
407,3042.7473118279568,35.0,428.0,31.0
408,3042.7473118279568,35.0,428.0,31.0
409,3042.7473118279568,35.0,428.0,31.0
410,3042.7473118279568,35.0,428.0,31.0
411,3042.7473118279568,35.0,428.0,31.0
412,3042.7473118279568,35.0,428.0,31.0
413,3042.7473118279568,35.0,428.0,31.0
414,3042.7473118279568,35.0,428.0,31.0
415,3042.7473118279568,35.0,428.0,31.0
416,3042.7473118279568,35.0,428.0,31.0
417,3042.7473118279568,35.0,428.0,31.0
418,3042.7473118279568,35.0,428.0,31.0
419,3042.7473118279568,35.0,428.0,31.0
420,3042.7473118279568,35.0,428.0,31.0
421,3042.7473118279568,35.0,428.0,31.0
422,3042.7473118279568,35.0,428.0,31.0
423,3042.7473118279568,35.0,428.0,31.0
424,3042.7473118279568,35.0,428.0,31.0
425,3042.7473118279568,35.0,428.0,31.0
426,3042.7473118279568,35.0,428.0,31.0
427,3042.7473118279568,35.0,428.0,31.0
428,3042.7473118279568,35.0,428.0,31.0
429,3042.7473118279568,35.0,428.0,31.0
430,3042.7473118279568,35.0,428.0,31.0
431,3042.7473118279568,35.0,428.0,31.0
432,3042.7473118279568,35.0,428.0,31.0
433,3042.7473118279568,35.0,428.0,31.0
434,3042.7473118279568,35.0,428.0,31.0
435,3042.7473118279568,35.0,428.0,31.0
436,3042.7473118279568,35.0,428.0,31.0
437,3042.7473118279568,35.0,428.0,31.0
438,3042.7473118279568,35.0,428.0,31.0
439,3042.7473118279568,35.0,428.0,31.0
440,3042.7473118279568,35.0,428.0,31.0
441,3042.7473118279568,35.0,428.0,31.0
442,3042.7473118279568,35.0,428.0,31.0
443,3042.7473118279568,35.0,428.0,31.0
444,3042.7473118279568,35.0,428.0,31.0
445,3042.7473118279568,35.0,428.0,31.0
446,3042.7473118279568,35.0,428.0,31.0
447,3042.7473118279568,35.0,428.0,31.0
448,3042.7473118279568,35.0,428.0,31.0
449,3042.7473118279568,35.0,428.0,31.0
450,3042.7473118279568,35.0,428.0,31.0
451,3042.7473118279568,35.0,428.0,31.0
452,3042.7473118279568,35.0,428.0,31.0
453,3042.7473118279568,35.0,428.0,31.0
454,3042.7473118279568,35.0,428.0,31.0
455,3042.7473118279568,35.0,428.0,31.0
456,3042.7473118279568,35.0,428.0,31.0
457,3042.7473118279568,35.0,428.0,31.0
458,3042.7473118279568,35.0,428.0,31.0
459,3042.7473118279568,35.0,428.0,31.0
460,3042.7473118279568,35.0,428.0,31.0
461,3042.7473118279568,35.0,428.0,31.0
462,3042.7473118279568,35.0,428.0,31.0
463,3042.7473118279568,35.0,428.0,31.0
464,3042.7473118279568,35.0,428.0,31.0
465,3042.7473118279568,35.0,428.0,31.0
466,3042.7473118279568,35.0,428.0,31.0
467,3042.7473118279568,35.0,428.0,31.0
468,3042.7473118279568,35.0,428.0,31.0
469,3042.7473118279568,35.0,428.0,31.0
470,3042.7473118279568,35.0,428.0,31.0
471,3042.7473118279568,35.0,428.0,31.0
472,3042.7473118279568,35.0,428.0,31.0
473,3042.7473118279568,35.0,428.0,31.0
474,3042.7473118279568,35.0,428.0,31.0
475,3042.7473118279568,35.0,428.0,31.0
476,3042.7473118279568,35.0,428.0,31.0
477,3042.7473118279568,35.0,428.0,31.0
478,3042.7473118279568,35.0,428.0,31.0
479,3042.7473118279568,35.0,428.0,31.0
480,3042.7473118279568,35.0,428.0,31.0
481,3042.7473118279568,35.0,428.0,31.0
482,3042.7473118279568,35.0,428.0,31.0
483,3042.7473118279568,35.0,428.0,31.0
484,3042.7473118279568,35.0,428.0,31.0
485,3042.7473118279568,35.0,428.0,31.0
486,3042.7473118279568,35.0,428.0,31.0
487,3042.7473118279568,35.0,428.0,31.0
488,3042.7473118279568,35.0,428.0,31.0
489,3042.7473118279568,35.0,428.0,31.0
490,3042.7473118279568,35.0,428.0,31.0
491,3042.7473118279568,35.0,428.0,31.0
492,3042.7473118279568,35.0,428.0,31.0
493,3042.7473118279568,35.0,428.0,31.0
494,3042.7473118279568,35.0,428.0,31.0
495,3042.7473118279568,35.0,428.0,31.0
496,3042.7473118279568,35.0,428.0,31.0
497,3042.7473118279568,35.0,428.0,31.0
498,3042.7473118279568,35.0,428.0,31.0
499,3042.7473118279568,35.0,428.0,31.0
500,3042.7473118279568,35.0,428.0,31.0
501,3042.7473118279568,35.0,428.0,31.0
502,3042.7473118279568,35.0,428.0,31.0
503,3042.7473118279568,35.0,428.0,31.0
504,3042.7473118279568,35.0,428.0,31.0
505,3042.7473118279568,35.0,428.0,31.0
506,3042.7473118279568,35.0,428.0,31.0
507,3042.7473118279568,35.0,428.0,31.0
508,3042.7473118279568,35.0,428.0,31.0
509,3042.7473118279568,35.0,428.0,31.0
510,3042.7473118279568,35.0,428.0,31.0
511,3042.7473118279568,35.0,428.0,31.0
512,3042.7473118279568,35.0,428.0,31.0
513,3042.7473118279568,35.0,428.0,31.0
514,3042.7473118279568,35.0,428.0,31.0
515,3042.7473118279568,35.0,428.0,31.0
516,3042.7473118279568,35.0,428.0,31.0
517,3042.7473118279568,35.0,428.0,31.0
518,3042.7473118279568,35.0,428.0,31.0
519,3042.7473118279568,35.0,428.0,31.0
520,3042.7473118279568,35.0,428.0,31.0
521,3042.7473118279568,35.0,428.0,31.0
522,3042.7473118279568,35.0,428.0,31.0
523,3042.7473118279568,35.0,428.0,31.0
524,3042.7473118279568,35.0,428.0,31.0
525,3042.7473118279568,35.0,428.0,31.0
526,3042.7473118279568,35.0,428.0,31.0
527,3042.7473118279568,35.0,428.0,31.0
528,3042.7473118279568,35.0,428.0,31.0
529,3042.7473118279568,35.0,428.0,31.0
530,3042.7473118279568,35.0,428.0,31.0
531,3042.7473118279568,35.0,428.0,31.0
532,3042.7473118279568,35.0,428.0,31.0
533,3042.7473118279568,35.0,428.0,31.0
534,3042.7473118279568,35.0,428.0,31.0
535,3042.7473118279568,35.0,428.0,31.0
536,3042.7473118279568,35.0,428.0,31.0
537,3042.7473118279568,35.0,428.0,31.0
538,3042.7473118279568,35.0,428.0,31.0
539,3042.7473118279568,35.0,428.0,31.0
540,3042.7473118279568,35.0,428.0,31.0
541,3042.7473118279568,35.0,428.0,31.0
542,3042.7473118279568,35.0,428.0,31.0
543,3042.7473118279568,35.0,428.0,31.0
544,3042.7473118279568,35.0,428.0,31.0
545,3042.7473118279568,35.0,428.0,31.0
546,3042.7473118279568,35.0,428.0,31.0
547,3042.7473118279568,35.0,428.0,31.0
548,3042.7473118279568,35.0,428.0,31.0
549,3042.7473118279568,35.0,428.0,31.0
550,3042.7473118279568,35.0,428.0,31.0
551,3042.7473118279568,35.0,428.0,31.0
552,3042.7473118279568,35.0,428.0,31.0
553,3042.7473118279568,35.0,428.0,31.0
554,3042.7473118279568,35.0,428.0,31.0
555,3042.7473118279568,35.0,428.0,31.0
556,3042.7473118279568,35.0,428.0,31.0
557,3042.7473118279568,35.0,428.0,31.0
558,3042.7473118279568,35.0,428.0,31.0
559,3042.7473118279568,35.0,428.0,31.0
560,3042.7473118279568,35.0,428.0,31.0
561,3042.7473118279568,35.0,428.0,31.0
562,3042.7473118279568,35.0,428.0,31.0
563,3042.7473118279568,35.0,428.0,31.0
564,3042.7473118279568,35.0,428.0,31.0
565,3042.7473118279568,35.0,428.0,31.0
566,3042.7473118279568,35.0,428.0,31.0
567,3042.7473118279568,35.0,428.0,31.0
568,3042.7473118279568,35.0,428.0,31.0
569,3042.7473118279568,35.0,428.0,31.0
570,3042.7473118279568,35.0,428.0,31.0
571,3042.7473118279568,35.0,428.0,31.0
572,3042.7473118279568,35.0,428.0,31.0
573,3042.7473118279568,35.0,428.0,31.0
574,3042.7473118279568,35.0,428.0,31.0
575,3042.7473118279568,35.0,428.0,31.0
576,3042.7473118279568,35.0,428.0,31.0
577,3042.7473118279568,35.0,428.0,31.0
578,3042.7473118279568,35.0,428.0,31.0
579,3042.7473118279568,35.0,428.0,31.0
580,3042.7473118279568,35.0,428.0,31.0
581,3042.7473118279568,35.0,428.0,31.0
582,3042.7473118279568,35.0,428.0,31.0
583,3042.7473118279568,35.0,428.0,31.0
584,3042.7473118279568,35.0,428.0,31.0
585,3042.7473118279568,35.0,428.0,31.0
586,3042.7473118279568,35.0,428.0,31.0
587,3042.7473118279568,35.0,428.0,31.0
588,3042.7473118279568,35.0,428.0,31.0
589,3042.7473118279568,35.0,428.0,31.0
590,3042.7473118279568,35.0,428.0,31.0
591,3042.7473118279568,35.0,428.0,31.0
592,3042.7473118279568,35.0,428.0,31.0
593,3042.7473118279568,35.0,428.0,31.0
594,3042.7473118279568,35.0,428.0,31.0
595,3042.7473118279568,35.0,428.0,31.0
596,3042.7473118279568,35.0,428.0,31.0
597,3042.7473118279568,35.0,428.0,31.0
598,3042.7473118279568,35.0,428.0,31.0
599,3042.7473118279568,35.0,428.0,31.0
600,3042.7473118279568,35.0,428.0,31.0
601,3042.7473118279568,35.0,428.0,31.0
602,3042.7473118279568,35.0,428.0,31.0
603,3042.7473118279568,35.0,428.0,31.0
604,3042.7473118279568,35.0,428.0,31.0
605,3042.7473118279568,35.0,428.0,31.0
