,index,Path3,Path8,Path14,Path65,Path66
0,0,751.9593163658733,1506.4312581061324,866.0407906062076,0.0,0.0
1,1,0.0,1237.2056995090186,886.3848867644048,0.0,0.0
2,2,463.89882529959226,1289.8203349129494,902.5861961472322,0.0,0.0
3,3,578.7242942269189,996.6059695760922,866.2927655255412,0.0,0.0
4,4,649.704207858008,992.532063916159,1148.7279867383636,0.0,0.0
5,5,696.502892178523,984.5301599146665,1356.2736430013772,337.7478187666561,0.0
6,6,405.1575114128528,1684.7323859770386,658.3567676609828,0.0,0.0
7,7,1411.5007444661373,1576.2168966956922,844.0903188995323,97.50898380141314,0.0
8,8,607.9763577614299,1538.5212889781335,1025.03482004877,0.0,0.0
9,9,833.3474309255294,1370.7129833856598,1011.3975251391761,0.0,0.0
10,10,596.8845442098481,1218.9356941983924,985.737828242153,0.0,0.0
11,11,631.1069702476333,1258.8794100617122,638.1793534688729,0.0,0.0
12,12,815.0016244476807,1272.3716503583905,978.6461079513012,50.24857446127253,0.0
13,13,993.2976295529652,1269.0583912972431,1526.1690027406225,0.0,0.0
14,14,956.7327587956917,1611.9556782032098,1377.0696024629667,301.4386736128384,0.0
15,15,0.0,1366.61295068178,1138.1756910465883,439.5901565351597,0.0
16,16,0.0,1608.0622046292349,987.4539717444679,0.0,0.0
17,17,0.0,1426.4606637886652,1010.6597854713884,0.0,0.0
18,18,0.0,1408.4583066148098,983.2842398112996,0.0,0.0
19,19,0.0,1108.6890735408929,1233.2274610442614,0.0,0.0
20,20,462.3556914851042,1315.7638928104366,964.7986275938704,0.0,0.0
21,21,66.835583346905,1518.1462711969546,1162.0388603528213,105.8924456906296,0.0
22,22,0.0,1216.0044005909515,1120.506658101412,0.0,0.0
23,23,0.0,1328.4986435618598,695.5448667880901,0.0,0.0
24,24,371.5599298884889,1395.0317384511175,741.8957661752098,0.0,0.0
25,25,1.4778564820526867,1279.5284700826705,1159.2806930365066,0.0,0.0
26,26,409.0992792414748,837.2220530183521,821.5700730963165,95.58464051376995,0.0
27,27,692.5461008002246,1087.6803929884863,747.8781488084468,208.53007270306227,0.0
28,28,913.1958771022782,1074.2917070383096,1127.8444872422524,316.55575424514444,0.0
29,29,0.0,879.0362937362552,780.272164536026,0.0,0.0
30,30,0.0,864.5376709013033,661.6688426962736,116.20549216233962,0.0
31,31,292.23287454390714,1388.1370470644772,1133.4447546763965,0.0,0.0
32,32,659.5156712805506,1337.2951062477625,967.5577204411412,0.0,0.0
33,33,0.0,1340.2578932313102,893.2630900513553,0.0,0.0
34,34,328.6068527187057,1439.6902311136444,1303.7950587651605,0.0,0.0
35,35,605.2361342852234,1658.1338376622311,952.485592303694,208.71160284475627,0.0
36,36,313.6937945642515,1641.1698137858325,1268.7479750388845,0.0,0.0
37,37,245.02144393578854,1442.6302580491272,820.2131546347023,0.0,0.0
38,38,191.942558770226,1633.8663601054398,1027.5708556520128,0.0,0.0
39,39,98.97134720636929,1519.0369484310913,508.0827788051467,0.0,0.0
40,40,0.0,1254.0602149900885,1001.9836773620978,0.0,0.0
41,41,0.0,1357.3734004191108,1092.5711212833046,0.0,0.0
42,42,374.807858910602,1706.4611593619532,1117.6629663939211,0.0,0.0
43,43,733.8659114996029,1488.1885206452616,789.2631714477549,0.0,0.0
44,44,52.02260183554629,1278.3948553924374,584.8704034571908,0.0,0.0
45,45,707.5942876860548,1436.4207079790115,755.4618917482951,0.0,0.0
46,46,348.5341224871136,1501.9568367931008,638.1885268584812,204.2808633121633,0.0
47,47,323.42043986244875,1232.2518565692035,909.8909429281283,135.1378276144826,0.0
48,48,162.18918329710266,1431.5091021678304,1000.0559004493607,46.65799929692381,0.0
49,49,444.2851126766201,1666.7105648145734,1293.8106613175205,31.73848903919844,0.0
50,50,264.90595234254033,1424.473104155052,868.9121181554117,0.0,0.0
51,51,0.0,1483.8903989044888,690.7734922001795,0.0,0.0
52,52,0.0,1320.6012208581606,986.7026507940615,0.0,0.0
53,53,172.88065461449696,1075.1086828902721,927.6451834790532,0.0,0.0
54,54,0.0,1398.8335287465025,1118.703752173783,0.0,0.0
55,55,510.0869401887541,1433.6611159560441,1037.3581207914424,0.0,0.0
56,56,698.4956039984681,1489.985311062607,1039.7944599692016,0.0,0.0
57,57,81.2318208357028,1241.993589681635,362.8868234533865,0.0,0.0
58,58,180.55073225974775,1471.2316412080124,844.1025264722656,589.1781082322073,0.0
59,59,0.0,1638.93509338608,784.7034625875959,0.0,0.0
60,60,0.0,1428.3851425088424,659.8219116222463,0.0,0.0
61,61,0.0,1792.6564879204234,1011.9983325975862,0.0,0.0
62,62,0.0,1327.027042027734,1081.5223323141845,0.0,0.0
63,63,0.0,1778.6364182987534,918.1886575535043,0.0,0.0
64,64,0.0,1430.6665624689658,863.9221099152189,0.0,0.0
65,65,0.0,1640.9067288976382,853.4393925148352,0.0,0.0
66,66,0.0,1870.212115581365,679.6868774401403,0.0,0.0
67,67,0.0,2064.7353221798603,1208.4254377217285,0.0,0.0
68,68,0.0,1816.6897138281174,914.1758762172619,0.0,0.0
69,69,0.0,2175.6393788588107,885.3287645529139,0.0,0.0
70,70,0.0,1968.334675206232,1042.541225223123,0.0,0.0
71,71,0.0,1926.4963927096067,967.587295737409,0.0,0.0
72,72,0.0,1255.0649002227335,618.1501034778752,0.0,0.0
73,73,0.0,1232.3084126768747,813.8504686051837,0.0,0.0
74,74,0.0,1932.5914087792294,855.9801745196036,0.0,0.0
75,75,0.0,1710.4056711202677,839.1656073492637,0.0,0.0
76,76,0.0,1778.5770142861386,1006.3344779065072,48.90399216846232,0.0
77,77,0.0,1802.1527541336761,781.2498785557718,0.0,0.0
78,78,0.0,1690.9975167622792,776.955132249086,0.0,0.0
79,79,0.0,1283.700219254999,1170.2333634191534,0.0,0.0
80,80,0.0,1464.4535732391591,564.4747022091599,0.0,0.0
81,81,0.0,2037.6358718897682,850.4291603258577,0.0,0.0
82,82,0.0,1701.1641318701584,507.481849913136,0.0,0.0
83,83,0.0,1392.6185475227262,654.4553278775791,0.0,0.0
84,84,0.0,1791.4316308576715,723.9492619480833,0.0,0.0
85,85,0.0,1933.2162287904994,814.2218199457492,0.0,0.0
86,86,0.0,1722.0802571578788,374.2672521129265,0.0,0.0
87,87,0.0,1652.8382981643133,461.63321712748717,0.0,0.0
88,88,0.0,1196.3042029993605,435.2015969313899,0.0,0.0
89,89,0.0,1788.4111887537842,471.7215614892129,0.0,0.0
90,90,0.0,1330.5384791754782,613.6583254122218,0.0,0.0
91,91,0.0,1244.9275518481586,178.23159637189102,0.0,0.0
92,92,0.0,1375.7299077095188,233.83479138108657,0.0,0.0
93,93,0.0,1033.8210427604554,612.1877288932877,0.0,0.0
94,94,0.0,1273.6612587701661,903.5358091132327,0.0,0.0
95,95,0.0,1282.4641598078986,650.9447258560293,0.0,0.0
96,96,260.8019501043955,1375.832774554673,469.3952890450775,0.0,0.0
97,97,460.258480483148,1335.9607429875298,0.0,0.0,0.0
98,98,129.81315861162457,1438.1836227565664,229.80399497547646,0.0,0.0
99,99,440.72455935640863,1293.6344237035826,0.0,0.0,0.0
100,100,0.0,1452.1635325416596,846.9493966117682,0.0,0.0
101,101,0.0,1470.3521942986056,870.9878563794618,0.0,0.0
102,102,0.0,1373.9325726149111,512.4403337094896,0.0,0.0
103,103,0.0,1291.6235710918645,318.5671770134653,0.0,0.0
104,104,0.0,1201.042443528053,196.70831045530412,0.0,0.0
105,105,0.0,1433.377724384485,256.81246039002417,0.0,0.0
106,106,31.38821961313846,1252.3594564452912,112.33769453948172,0.0,0.0
107,107,0.0,1271.0167655255873,322.8839741660837,0.0,0.0
108,108,0.0,1062.766882344903,129.3733828336251,0.0,0.0
109,109,2231.499312265646,1399.9334143700412,0.0,0.0,0.0
110,110,0.0,1361.3815837432119,1529.4147198408511,1654.2829398300962,0.0
111,111,2245.009286350626,1285.2788316236106,0.0,1633.4087953271244,0.0
112,112,0.0,1382.3972102805326,1473.0949168954403,0.0,245.34154073111833
113,113,0.0,1352.9212511482174,0.0,0.0,0.0
114,114,1343.2849878644333,1314.1452052153406,0.0,0.0,0.0
115,115,0.0,1247.0189348380757,651.6086313079627,0.0,0.0
116,116,0.0,1311.2581202000156,20.210521000831353,0.0,0.0
117,117,0.0,1409.1224886307032,23.46658137164978,0.0,0.0
118,118,0.0,1316.8768150194212,0.0,0.0,0.0
119,119,0.0,1315.6859937438235,0.0,0.0,0.0
120,120,352.21879893006746,1308.750254221107,0.0,0.0,0.0
121,121,714.1602563669138,1435.52171526733,191.16251537427559,0.0,0.0
122,122,969.2128765638817,1300.6832129428599,0.0,0.0,0.0
123,123,303.20246570705604,1365.3826198773488,0.0,0.0,0.0
124,124,1219.0357839393973,319.24270337363805,0.0,0.0,0.0
125,125,1323.0024374506136,1160.0785583293418,0.0,0.0,0.0
126,126,1117.4441599826375,1332.2588407221424,0.0,0.0,0.0
127,127,0.0,1383.3170523940134,0.0,0.0,0.0
128,128,894.4047368153316,1281.6387205556089,0.0,0.0,0.0
129,129,1393.4505499080865,351.17162859509097,0.0,0.0,0.0
130,130,259.11317276754124,1470.405353284133,0.0,0.0,0.0
131,131,0.0,1169.0920460026068,0.0,0.0,0.0
132,132,232.99305731046985,1268.3651175388693,0.0,0.0,0.0
133,133,870.9126249545543,1356.1804975003538,0.0,0.0,0.0
134,134,0.0,1248.4997965042355,0.0,0.0,0.0
135,135,0.0,1338.8437587407989,139.39058455775466,0.0,0.0
136,136,411.8700766300976,334.6165483065763,0.0,0.0,0.0
137,137,782.9938334514231,1257.3507146623656,0.0,0.0,0.0
138,138,0.0,1187.4827501157024,0.0,0.0,0.0
